75.22,76.74,75.11,76.64,13265
77.22,77.5,75.81,76.13,8215
76.31,77,75.39,75.57,7509
75.38,76.73,74.84,75.61,8823
75.52,76.01,73.96,75.64,9327
76.17,76.66,75.16,75.76,10609
75.14,75.52,74.53,75.03,8202
74.59,75.84,73.71,74,15448
73.98,74.17,73.29,73.52,15926
74.19,74.35,73.53,74.34,12323
74.37,75.16,73.64,75.14,7192
75.66,76.45,75.02,75.56,14516
75.35,75.53,73.9,74.22,26257
74.66,74.95,73.54,73.84,24135
73.5,75.12,72.93,75.06,15387
75.25,77.23,75.07,77.08,16270
77.45,79.79,77.25,79.2,23156
78.9,80,78.7,79.53,17127
79.96,80.6,79.15,80.2,16422
79.13,79.84,78.09,79.49,13605
80.1,80.37,78.8,79.31,12026
79.61,79.61,77.51,77.56,15798
77.75,78.17,76.95,77.31,12989
76.83,77.9,76.53,76.7,9433
77.26,79.02,77,78.56,9350
78.52,79.27,77.93,78.11,9397
78.03,78.86,76.64,77.58,13027
77.67,77.8,75.4,75.4,18141
74.7,76.33,73.76,75.53,17669
75.88,76.89,74.75,76.13,12495
77.07,77.96,76.52,77.69,13820
78,78.57,77.59,78.15,13145
79.26,79.86,78.83,79.2,17653
79.28,80.36,79.28,80.24,20956
80.64,81.55,80.16,81.24,17550
81.14,82.79,80.19,82.32,24766
83.15,83.61,82.56,83.58,20749
83.24,83.95,82.74,83.95,13811
83.6,83.7,82.65,82.98,16642
83.02,84.43,82.91,83.79,11518
83.81,83.96,81.79,83.24,16881
83,83.75,81.67,81.97,27488
81.32,83.79,80.65,83.22,17245
83.28,83.41,80.68,81.14,11225
81.14,82.69,79.85,80.22,14111
80.28,81.58,80.07,80.72,12359
80.44,80.44,77.07,77.61,18782
78.25,79.58,78.21,79.51,12746
78.89,80.94,78.53,80.15,10476
80.83,82.2477,80.52,82.03,9453
81.88,82.48,81.44,82.22,10914
82.79,83.47,82.19,82.8,7176
82.55,83.33,81.73,82.53,11892
82.93,83.89,82.47,83.38,11044
83.9,85.44,83.82,84.71,11441
84.35,84.56,83.53,84.5,8128
84.57,84.6,83.28,83.81,7342
83.03,83.47,81.21,82.24,11380
81.85,82.53,80.89,82.34,10442
82.93,84.32,82.55,82.98,8600
82.96,83.5,81.63,82.59,10237
82.43,83.37,82.39,83.34,8910
81.36,82.73,80.69,82.11,8188
82.14,83.16,81.46,82.93,13841
83.83,84.31,82.87,83.6,12362
83.76,84.43,83.42,84.23,12094
84.17,84.51,82.4,82.49,10574
83.39,83.8,80.55,82.09,17446
81.8,82.5899,81.3,81.91,16427
81.88,81.88,80.18,80.53,12446
80.7,82.25,79.55,82.25,20101
83.12,83.37,81.65,82.11,9229
82.29,82.49,81.12,81.75,14291
82.13,82.5,81.16,82.42,10717
81.92,83.09,81.62,81.93,8727
82,83.16,81.66,82.64,9152
82,82,80.89,81.17,8115
81.8,81.8,79.99,81.31,14049
81.085,81.56,80.06,80.26,16344
80.78,81.41,80.5,81.02,11091
81.33,81.38,80.47,81.29,10436
81.58,82.16,81.3,81.82,2348
81.78,82.37,81.55,82.1,5270
82.39,83.1,82.11,82.68,7082
81.94,82.38,81.45,82.24,8837
82.15,82.32,80.98,81.06,3842
82.11,83.26,81.71,83.16,10466
82.9,83.16,81.9,82.47,7308
82,82.68,81.5,81.79,11550
81.81,82.07,80.87,81.32,14009
81.14,82.22,80.95,81.84,11515
82.68,83.55,82.27,83.34,11078
82.42,83.19,81.76,82.28,8779
82.38,83.11,81.76,83.1,8090
82.96,83.8,81.81,82.07,6136
82.23,82.96,81.95,82.77,14266
82.95,83.04,81.99,82.58,13090
82,82,81.12,81.48,12169
81.34,82.31,79.81,79.86,14308
80.1,80.88,77.97,78.07,18070
79.09,80.94,79.09,80.26,17964
79.47,81.08,79,79.58,13711
79.58,80.25,77.73,78.86,17041
79.22,79.4799,76.93,77.04,13487
77.15,77.59,75.91,75.96,23386
76.65,77.08,75.33,76.81,23203
76.85,77.64,76,76.62,14776
76.22,76.97,75.7,76.19,12234
75.52,75.96,73.66,73.69,14915
67.59,69.17,65.05,68.64,93379
68.71,70.19,68.02,68.35,34082
67.89,68.85,67.4707,67.95,37431
69.1,69.1,67.09,68.22,37384
68.32,69.09,67.5,68.4,33756
67.67,69.21,67,68.53,34360
69.31,70.57,68.94,70.41,18840
70.63,72,69.83,70.18,28069
70.3,70.46,69.66,69.95,20392
69.52,70,69.09,69.64,18836
69.67,70.02,69.5,69.92,32879
69.81,70.59,69.66,70.07,33245
70.34,70.34,69.7,69.87,41409
69.24,69.32,68.32,68.98,23522
69.06,69.26,68.46,68.58,20382
68.8,69.21,68.04,69.16,21812
69.59,71.01,69.42,70.67,24439
71.19,71.68,70.52,71.32,20733
71.46,72.04,71.01,71.89,24889
72.32,73.54,72.005,73.5,26595
73.55,74.35,73.55,74.2,27488
73.84,74.62,73.57,74.23,24722
74.33,74.84,73.58,74.4,21768
